DOI,Error,,,
10.1016/52468-2667(17)30045-2,HTTP Error 404: Not Found,/S2468 not /52468,,"who knows, it's elsevier, just make it $2100. can't figure out what the doi is supposed to be"
10.18148/srm/2016.v1012.6213,HTTP Error 404: Not Found,v10i2 not v1012,OJS instance,"Doi not registered properly, but no APC."
10.3389/fpsyg.2015.01784,HTTP Error 404: Not Found,,,"Corrected. APC is US$ 2,950"
10.3389/fncom.2010.00051,HTTP Error 404: Not Found,2016 not 2010,,"DOI not registered properly, but APC is US$ 2,950"
10.18352/ijc.819,HTTP Error 404: Not Found,,,"DOI not registered properly, https://www.thecommonsjournal.org/articles/10.18352/ijc.819/ - APC is �860"
10.1371/journal.pone.0198112,HTTP Error 404: Not Found,,,Corrected. APC is US$1595
